SE,drugA,drugB
C0013404,indomethacin,terazosin
C0002871,ceftriaxone,metolazone
C0002871,docetaxel,oxybutynin
C0020649,docetaxel,oxycodone
C0020649,tacrolimus,dutasteride
C0032285,ketoprofen,tacrolimus
C0008033,tazarotene,montelukast
C0013404,ketoprofen,tamoxifen
C0011991,ketoprofen,gatifloxacin
C0027497,sulfate,anastrozole
C0004604,trimethoprim,tenofovir disoproxil fumarate
C0002871,glibenclamide,nabumetone
C0015967,terbinafine,levetiracetam
C0020649,nitroglycerin,mycophenolic acid
C0013404,oxazepam,paricalcitol
C0027497,triazolam,exemestane
C0020649,naratriptan,olanzapine
C0020649,oseltamivir,KCl
C0020649,hydrocortisone butyrate,mometasone
C0020649,chlorthalidone,allopurinol
C0032285,ciprofloxacin,memantine
C0020649,aspirin,ibuprofen
C0020649,aspirin,lidocaine
C0020649,buspirone,nabumetone
C0020649,cefaclor,fluconazole
C0020649,quinidine,modafinil
C0013404,carisoprodol,didanosine
C0085649,carisoprodol,dicyclomine
C0002871,ursodeoxycholic acid,mercaptopurine
C0020649,methotrexate,isosorbide-5-mononitrate
C0020649,triamcinolone,carboplatin
C0002871,acyclovir,methylphenidate
C0020649,acyclovir,methylprednisolone
C0020649,repaglinide,tamsulosin
C0020649,clonidine,valdecoxib
C0013404,simvastatin,fulvestrant
C0020649,lansoprazole,oxybutynin
C0020649,dicyclomine,rabeprazole
C0020649,nifedipine,zafirlukast
C0011991,oxaliplatin,imatinib
C0013404,epinephrine,zopiclone
C0002871,oxazepam,goserelin
C0020649,gatifloxacin,olmesartan medoxomil
C0030193,epinephrine,zolmitriptan
C0013404,epinephrine,zolpidem
C0020649,doxepin,temazepam
C0020649,allopurinol,telithromycin
C0032285,droperidol,morphine
C0020649,docetaxel,pravastatin
C0020649,minocycline,propofol
C0020649,cyclobenzaprine,vancomycin
C0013404,quinidine,ofloxacin
C0002871,prochlorperazine,scopolamine
C0032285,methotrexate,risedronate
C0020649,quinidine,olanzapine
C0020649,paroxetine,torasemide
C0013404,nitroglycerin,zafirlukast
C0030193,beclomethasone,erythromycin
C0020649,fluvastatin,warfarin
C0032285,triiodothyronine,tamsulosin
C0020649,alprazolam,didanosine
C0032285,alprazolam,dicyclomine
C0030193,olmesartan medoxomil,bimatoprost
C0027497,alprazolam,dicloxacillin
C0020649,aspirin,nortriptyline
C0020649,acetazolamide,azithromycin
C0020649,lansoprazole,bimatoprost
C0020649,losartan,pentoxifylline
C0027497,ketorolac,misoprostol
C0020649,doxorubicin,rifampicin
C0013404,azithromycin,gemfibrozil
C0013404,flecainide,rosiglitazone
C0002871,atorvastatin,ganciclovir
C0013404,temazepam,clobetasol
C0030193,lansoprazole,trospium chloride
C0030193,clopidogrel,colesevelam hydrochloride
C0013404,topiramate,atazanavir
C0020649,methylprednisolone,rizatriptan
C0020649,cetirizine,prednisone
C0032285,repaglinide,pravastatin
C0020649,losartan,zoledronic acid
C0020649,amiodarone,clotrimazole
C0020649,quetiapine,sildenafil
C0020649,nicotinic acid,clozapine
C0032285,amphotericin B,NaCl
C0013404,nicotinic acid,clotrimazole
C0002871,loratadine,oxazepam
C0020649,clotrimazole,fluconazole
C0027497,loratadine,oxaprozin
C0020649,cefazolin,ciprofloxacin
C0002871,mannitol,nadolol
C0007642,minocycline,rifampicin
C0027497,estradiol,lactulose
C0020649,monamine,telithromycin
C0020649,cefepime,pantoprazole
C0020649,prednisone,testosterone
C0020649,cyclophosphamide,torasemide
C0022660,efavirenz,nortriptyline
C0020649,acyclovir,cefuroxime
C0020649,prednisone,terbinafine
C0013404,acyclovir,ceftriaxone
C0013404,lincomycin,warfarin
C0020649,cyclobenzaprine,sodium bicarbonate
C0020649,cefepime,pamidronate
C0020649,olanzapine,tetracycline
C0020649,acyclovir,ceftazidime
C0002871,atenolol,spironolactone
C0027497,rivastigmine,erlotinib
C0020649,erythromycin,trihexyphenidyl
C0085649,amphotericin B,miconazole
C0027497,NaCl,rosuvastatin
C0020649,fluconazole,risedronate
C0020649,erythromycin,trimethoprim
C0020649,ioversol,ofloxacin
C0020649,repaglinide,perindopril
C0020649,isradipine,metoclopramide
C0027497,lisinopril,levetiracetam
C0020649,sertraline,sevelamer
C0002871,primidone,tizanidine
C0002871,cetirizine,zoledronic acid
C0020649,estradiol,pravastatin
C0020649,buprenorphine,levetiracetam
C0002871,norfloxacin,ezetimibe
C0027497,cerivastatin,ezetimibe
C0011991,5-fluorouracil,allopurinol
C0013404,quinidine,iloprost
C0030193,cefadroxil,valacyclovir
C0020649,bisoprolol,paroxetine
C0042963,5-fluorouracil,latanoprost
C0020649,azithromycin,gentamicin
C0002871,nitrofurantoin,valdecoxib
C0013404,clotrimazole,pilocarpine
C0020649,furosemide,modafinil
C0002871,5-fluorouracil,capecitabine
C0027497,lamotrigine,morphine
C0013404,galactose,methylprednisolone
C0020649,dexamethasone,hydroxyurea
C0032285,cephalexin,gefitinib
C0020649,diclofenac,imipramine
C0002871,lansoprazole,tenofovir disoproxil fumarate
C0020649,atorvastatin,misoprostol
C0011991,spironolactone,tobramycin
C0020649,efavirenz,prednisolone
C0020649,lamotrigine,moxifloxacin
C0020649,itraconazole,leflunomide
C0002871,dipyridamole,lenalidomide
C0020649,N-acetylcysteine,sulfasalazine
C0002871,salbutamol,olmesartan medoxomil
C0002871,calcium,rosiglitazone
C0027497,fexofenadine,tobramycin
C0013404,retinoic acid,allopurinol
C0020649,phenytoin,vitamin D
C0000737,linezolid,stavudine
C0020649,oxazepam,ziprasidone
C0020649,aripiprazole,dutasteride
C0013404,arsenic trioxide,mercaptopurine
C0027497,doxorubicin,melphalan
C0020649,salbutamol,indomethacin
C0020649,prednisone,clarithromycin
C0013404,captopril,hydromorphone
C0398353,pirbuterol,olopatadine
C0013404,ritonavir,rosiglitazone
C0020649,folate,telithromycin
C0011991,doxorubicin,meperidine
C0015672,carbamazepine,cefdinir
C0013404,clopidogrel,hydroxyurea
C0020649,clopidogrel,hydroxychloroquine
C0027497,pramipexole,telithromycin
C0020649,spironolactone,ICL670
C0013404,lovastatin,simvastatin
C0020649,fluconazole,midazolam
C0020649,salbutamol,pregabalin
C0027497,ganciclovir,clarithromycin
C0020649,doxycycline,bortezomib
C0032285,clopidogrel,hydroxyzine
C0020649,cyclosporine,paricalcitol
C0020649,Ets,haloperidol
C0015967,acebutolol,triamcinolone
C0013404,methadone,pioglitazone
C0020649,celecoxib,dapsone
C0011175,valproic acid,vecuronium
C0004093,rofecoxib,cromolyn
C0002871,azithromycin,levetiracetam
C0013404,clopidogrel,diltiazem
C0013404,latanoprost,duloxetine
C0013404,doxepin,lisinopril
C0020649,salmeterol,bosentan
C0020649,salbutamol,vancomycin
C0020649,salbutamol,valsartan
C0002871,imipramine,spironolactone
C0020649,salbutamol,venlafaxine
C0020649,theophylline,tramadol
C0013404,cephalexin,cisplatin
C0020649,bumetanide,pentoxifylline
C0013404,diclofenac,nabumetone
C0020649,miconazole,prochlorperazine
C0027497,naproxen,dicloxacillin
C0000737,naproxen,didanosine
C0027497,naproxen,dicyclomine
C0020649,anastrozole,paroxetine
C0020649,risperidone,sildenafil
C0011991,acebutolol,ropinirole
C0020649,propofol,rosuvastatin
C0002871,acebutolol,rofecoxib
C0020649,leuprolide acetate,cisplatin
C0020649,diclofenac,tramadol
C0013404,Ets,lansoprazole
C0020649,cefotaxime,sodium bicarbonate
C0020649,salbutamol,cefuroxime
C0020649,letrozole,monamine
C0013404,zolpidem,gadodiamide
C0015672,lisinopril,tenofovir disoproxil fumarate
C0042963,quinapril,colesevelam hydrochloride
C0020649,gabapentin,linezolid
C0013404,miconazole,promethazine
C0027497,phenytoin,labetalol
C0013404,chlorthalidone,rosiglitazone
C0020649,alprazolam,selegiline
C0020649,fluconazole,oxycodone
C0002871,losartan,sodium bicarbonate
C0020649,pantoprazole,testosterone
C0032285,nabumetone,telmisartan
C0013404,leuprolide acetate,ursodeoxycholic acid
C0020649,pantoprazole,terbinafine
C0020649,buspirone,sucralfate
C0020649,citalopram,norethisterone
C0002871,primidone,telmisartan
C0020649,heparin,alprazolam
C0020649,fluoxetine,clarithromycin
C0020649,flurazepam,hydroxyzine
C0020649,fentanyl,risedronate
C0020649,heparin,misoprostol
C0020649,acetazolamide,sodium bicarbonate
C0020649,acetaminophen,clofarabine
C0020649,flecainide,fluticasone
C0020649,acetazolamide,metformin
C0020649,metoprolol,rifampicin
C0004604,sertraline,9-hydroxyrisperidone
C0002871,prostacyclin,vitamin K1
C0002871,zolpidem,arsenic trioxide
C0151904,nimodipine,KCl
C0020649,alosetron,sumatriptan
C0011991,quinidine,ipratropium bromide
C0002871,dexamethasone,atazanavir
C0020649,lisinopril,piroxicam
C0002871,lamivudine,norfloxacin
C0002871,verapamil,lenalidomide
C0002871,risedronate,iloprost
C0002871,carboplatin,bimatoprost
C0027497,quinidine,irbesartan
C0020649,oxaprozin,medroxyprogesterone
C0002871,clonazepam,valproic acid
C0151904,calcium chloride,exemestane
C0002871,cerivastatin,fluticasone
C0027497,alfuzosin,candesartan
C0020649,pioglitazone,piroxicam
C0002871,carisoprodol,cortisol
C0020649,carvedilol,cefazolin
C0027497,celecoxib,zopiclone
C0002871,celecoxib,zonisamide
C0020649,valproic acid,pamidronate
C0020649,celecoxib,zolpidem
C0020649,celecoxib,zolmitriptan
C0020649,famotidine,latanoprost
C0020649,diclofenac,levetiracetam
C0020649,famotidine,leflunomide
C0002871,trazodone,vardenafil
C0002871,ofloxacin,acarbose
C0020649,chlorpromazine,delta 9-tetrahydrocannabinol
C0085649,metronidazole,sulfasalazine
C0002871,tiotropium,mercaptopurine
C0002871,cefuroxime,bortezomib
C0020649,hydrochlorothiazide,retinoic acid
C0002871,fentanyl,methimazole
C0020649,candesartan,monamine
C0002871,clonidine,sildenafil
C0013404,mannitol,glimepiride
C0002871,clopidogrel,tacrolimus
C0002871,repaglinide,retinoic acid
C0013404,O-desmethylvenlafaxine,ezetimibe
C0032285,mannitol,glipizide
C0002871,alosetron,digoxin
C0013404,hydromorphone,tiagabine
C0020649,clopidogrel,gatifloxacin
C0002871,diclofenac,lidocaine
C0020649,nitroglycerin,pancuronium
C0020649,metoclopramide,cisatracurium
C0030193,diclofenac,ibuprofen
C0020649,pravastatin,triazolam
C0030193,cefepime,naloxone
C0020649,dextromethorphan,trazodone
C0020649,nitroglycerin,pantoprazole
C0002871,carvedilol,oxaprozin
C0020649,carvedilol,oxazepam
C0020649,fluoxetine,rabeprazole
C0020649,clotrimazole,paricalcitol
C0002871,cephalexin,sulindac
C0015672,alprazolam,letrozole
C0020649,sertraline,trimethoprim
C0002871,terbinafine,olmesartan medoxomil
C0020649,cephalexin,sumatriptan
C0020649,nicotinic acid,megestrol
C0013404,nelfinavir,atazanavir
C0020649,fentanyl,loperamide
C0020649,doxorubicin,etoposide
C0020649,fentanyl,loratadine
C0002871,furosemide,alfentanil
C0002871,ranitidine,acamprosate
C0020649,amphotericin B,montelukast
C0020649,propranolol,retinoic acid
C0020649,ofloxacin,nystatin
C0020649,fentanyl,lorazepam
C0020649,diltiazem,gemifloxacin
C0032285,heparin,cortisol
C0013404,azithromycin,carbamazepine
C0020649,cyclophosphamide,clofarabine
C0002871,heparin,oxazepam
C0002871,heparin,oxaprozin
C0020649,heparin,hydromorphone
C0013404,leflunomide,terbinafine
C0015967,doxorubicin,piperacillin
C0020649,sumatriptan,almotriptan
C0020649,etoposide,glibenclamide
C0020649,tolterodine,megestrol
C0020649,acebutolol,loratadine
C0020649,baclofen,enalapril
C0020649,N-acetylcysteine,erythromycin
C0002871,mesna,voriconazole
C0002871,chlorhexidine,pamidronate
C0032285,nicotine,fluconazole
C0020649,nitroglycerin,olanzapine
C0020649,norfloxacin,rabeprazole
C0002871,prednisolone,rifampicin
C0020649,venlafaxine,moexipril
C0030193,selenium sulfide,carboplatin
C0020649,gemfibrozil,zolpidem
C0020649,nitroglycerin,ofloxacin
C0020649,ciclopirox,folate
C0020649,bisoprolol,losartan
C0020649,clonidine,metoclopramide
C0013404,estazolam,paroxetine
C0020649,nefazodone,tamsulosin
C0020649,heparin,flutamide
C0002871,metformin,sotalol
C0004093,donepezil,temozolomide
C0002871,heparin,flurazepam
C0027497,clonazepam,terbinafine
C0015967,linezolid,vincristine
C0020649,galactose,prednisone
C0002871,clonazepam,testosterone
C0002871,dapsone,methotrexate
C0027497,amprenavir,tenofovir disoproxil fumarate
C0020649,hydrochlorothiazide,triazolam
C0020649,cetirizine,colesevelam hydrochloride
C0027497,glimepiride,metoprolol
C0020649,donepezil,ursodeoxycholic acid
C0020649,donepezil,valacyclovir
C0020649,vitamin B12,monamine
C0004093,epinephrine,timolol
C0013404,hydroxyzine,almotriptan
C0020649,quinapril,ropinirole
C0020649,letrozole,ofloxacin
C0013404,theophylline,cyclobenzaprine
C0002871,letrozole,olanzapine
C0032285,metolazone,tamoxifen
C0020649,heparin,sufentanil
C0002871,metolazone,tacrolimus
C0002871,hydrochlorothiazide,rosiglitazone
C0008033,hydrochlorothiazide,eletriptan
C0032285,metolazone,gatifloxacin
C0002871,lansoprazole,mercaptopurine
C0015967,ursodeoxycholic acid,SU11248
C0020649,acyclovir,levetiracetam
C0013404,celecoxib,desloratadine
C0002871,testosterone,tolterodine
C0030193,chlorhexidine,medroxyprogesterone
C0020649,topiramate,sucralfate
C0020649,ciprofloxacin,clofarabine
C0020649,oxybutynin,warfarin
C0013404,N-acetylcysteine,lamotrigine
C0020649,triiodothyronine,celecoxib
C0032285,quinapril,ritonavir
C0020649,acebutolol,dexamethasone
C0013404,salmeterol,risedronate
C0004093,N-acetylcysteine,lamivudine
C0020649,formoterol,carboplatin
C0040034,meloxicam,prednisolone
C0027497,levonorgestrel,propylthiouracil
C0020649,fluconazole,ICL670
C0027497,morphine,erlotinib
C0027497,moxifloxacin,rizatriptan
C0013404,sulfate,ambrisentan
C0032285,N-acetylcysteine,salmeterol
C0020649,fentanyl,NaCl
C0013404,cefotaxime,zidovudine
C0030193,venlafaxine,paricalcitol
C0002871,paclitaxel,fondaparinux sodium
C0033774,leflunomide,cefpodoxime
C0013404,dipyridamole,ramipril
C0020649,dipyridamole,ranitidine
C0013404,cetirizine,balsalazide
C0020649,prednisone,tegaserod
C0013404,bumetanide,doxycycline
C0013404,erythromycin,nystatin
C0002871,acetaminophen,capecitabine
C0020649,fluocinonide,losartan
C0020649,hydroxyzine,metronidazole
C0020649,hydroxyzine,metolazone
C0020649,hydroxyzine,metoprolol
C0011991,clonidine,etodolac
C0020649,acetaminophen,sulfasalazine
C0020649,selegiline,fluticasone
C0020649,amitriptyline,paclitaxel
C0020649,atorvastatin,morphine
C0013404,leucovorin,NaCl
C0020649,clopidogrel,aripiprazole
C0020649,clonazepam,bosentan
C0020649,clindamycin,nitrofurantoin
C0015672,alfuzosin,memantine
C0015230,bupropion,estazolam
C0013404,cyclobenzaprine,finasteride
C0013404,donepezil,nizatidine
C0012833,alfuzosin,meloxicam
C0020649,donepezil,nitroglycerin
C0013404,hydroxychloroquine,nitrofurantoin
C0020649,morphine,rosuvastatin
C0002871,chlorpromazine,quinapril
C0027497,famciclovir,fentanyl
C0020649,methocarbamol,simvastatin
C0002871,famciclovir,fexofenadine
C0020538,chlorpromazine,quetiapine
C0020649,primidone,risperidone
C0020649,zafirlukast,zopiclone
C0013404,prostacyclin,folate
C0027497,vitamin A,azithromycin
C0002871,atorvastatin,ketoprofen
C0020649,gemfibrozil,desloratadine
C0020649,quinapril,sucralfate
C0013404,azathioprine,citalopram
C0020649,atorvastatin,ketorolac
C0020649,lovastatin,gefitinib
C0018681,perindopril,tadalafil
C0020649,warfarin,valdecoxib
C0020649,verapamil,letrozole
C0020649,dolasetron,dacarbazine
C0020649,diclofenac,KCl
C0020649,zopiclone,rosuvastatin
C0002871,levonorgestrel,zolpidem
C0008033,levonorgestrel,zolmitriptan
C0020649,alendronate,salmeterol
C0002871,alendronate,stavudine
C0020649,amiodarone,rabeprazole
C0013404,carbamazepine,ezetimibe
C0020649,etoposide,metoclopramide
C0020649,metronidazole,repaglinide
C0020649,promethazine,terazosin
C0013404,folate,irbesartan
C0020649,meloxicam,rizatriptan
C0020649,ibuprofen,triamcinolone
C0020649,meloxicam,risperidone
C0002871,sulfate,quetiapine
C0002871,meloxicam,rivastigmine
C0002871,meloxicam,ritonavir
C0013404,sulfate,quinapril
C0032285,duloxetine,ertapenem
C0020649,thyroxine,fosinopril
C0020649,amlodipine,piroxicam
C0002871,lansoprazole,eletriptan
C0020649,flunisolide,gemfibrozil
C0013404,galantamine,ranitidine
C0013404,thyroxine,formoterol
C0002871,amoxicillin,clindamycin
C0020649,losartan,varenicline
C0008031,nefazodone,thiothixene
C0020649,prednisone,ambrisentan
C0020649,acetaminophen,metoclopramide
C0020649,heparin,valganciclovir
C0020649,clopidogrel,oxcarbazepine
C0020649,ranitidine,N-0437
C0013404,warfarin,cinacalcet
C0020649,famotidine,iloprost
C0013404,cyclobenzaprine,sibutramine
C0020649,cyclobenzaprine,sildenafil
C0020649,chlorothiazide,nystatin
C0020649,furosemide,monamine
C0011991,simvastatin,perindopril
C0020649,amantadine,warfarin
C0013604,propofol,alfentanil
C0013404,modafinil,tiotropium
C0002871,cyclobenzaprine,delta 9-tetrahydrocannabinol
C0020649,hydroxychloroquine,lansoprazole
C0002871,promethazine,fosamprenavir
C0032285,methadone,olanzapine
C0398353,epsilon-aminocaproic acid,DDAVP
C0013404,diflunisal,metoprolol
C0002871,leucovorin,oxazepam
C0008031,bisoprolol,doxazosin
C0020649,megestrol,mometasone
C0015672,ezetimibe,nateglinide
C0020649,cortisol,terazosin
C0020649,phenytoin,telmisartan
C0032285,amiodarone,memantine
C0013404,chlorhexidine,clotrimazole
C0020649,fluoxetine,isosorbide-5-mononitrate
C0020649,finasteride,hydromorphone
C0020649,methotrexate,mirtazapine
C0030196,pamidronate,pentoxifylline
C0002871,rofecoxib,calcium chloride
C0020649,rosuvastatin,SU11248
C0085649,risedronate,tizanidine
C0002871,bumetanide,tegaserod
C0020649,metoprolol,KCl
C0020649,nortriptyline,tadalafil
C0011991,nortriptyline,vardenafil
C0020649,ipratropium bromide,exemestane
C0020649,clonidine,propofol
C0020649,clonidine,propranolol
C0027497,rabeprazole,rifampicin
C0020649,carbamazepine,oxazepam
C0020649,terazosin,cisplatin
C0020649,carbamazepine,oxaprozin
C0027497,ketorolac,levonorgestrel
C0020649,ketorolac,nortriptyline
C0020649,triiodothyronine,methylphenidate
C0002871,carbamazepine,cefazolin
C0027497,atropine,pramipexole
C0042963,cyclobenzaprine,atropine
C0015672,flecainide,letrozole
C0020649,cortisol,testosterone
C0018681,leuprolide acetate,sumatriptan
C0015672,ziprasidone,O-desmethylvenlafaxine
C0002871,ethambutol,vancomycin
C0002871,ethambutol,valsartan
C0002871,famotidine,pamidronate
C0020649,famotidine,pancuronium
C0002871,atenolol,Lambda
C0042963,ethambutol,venlafaxine
C0015672,salmeterol,retinoic acid
C0015967,mercaptopurine,caspofungin
C0003862,ipratropium bromide,aliskiren
C0013404,carvedilol,glatiramer acetate
